102.00000,240.00000,76.76578
102.00264,239.99923,72.42527
102.00831,239.99769,68.16197
102.01832,239.99504,63.97553
102.03197,239.99172,59.86559
102.05201,239.98737,55.83174
102.07803,239.98267,51.87354
102.10998,239.97815,47.99054
102.14868,239.97437,44.18226
102.19548,239.97229,40.44817
102.25062,239.97324,36.78777
102.31309,239.97839,33.20050
102.37859,239.98694,29.68582
102.44422,239.99801,26.24316
102.50956,240.01157,22.87196
102.57425,240.02750,19.57167
102.63968,240.04861,16.34171
102.70581,240.07562,13.18154
102.77026,240.10481,10.09060
102.83165,240.13954,7.06836
102.88881,240.18192,4.11429
102.94094,240.23107,1.22788
102.98737,240.28658,-1.59138
103.02881,240.34654,-4.34395
103.06712,240.40852,-7.03030
103.09953,240.47604,-9.65088
103.12946,240.54463,-12.20609
103.15416,240.61768,-14.69634
103.17479,240.69326,-17.12200
103.19197,240.77076,-19.48341
103.20333,240.85213,-21.78088
103.21270,240.93372,-24.01470
103.21597,241.01899,-26.18511
103.21780,241.10389,-28.29234
103.21400,241.19172,-30.33654
103.20629,241.27997,-32.31785
103.19589,241.36806,-34.23636
103.18557,241.45481,-36.09208
103.17279,241.54279,-37.88501
103.15766,241.63194,-39.61507
103.14076,241.72193,-41.28211
103.12127,241.81357,-42.88592
103.10130,241.90438,-44.42625
103.07620,241.99821,-45.90273
103.05123,242.09071,-47.31492
103.02255,242.18492,-48.66230
102.99205,242.27936,-49.94425
102.96123,242.37285,-51.16002
102.92527,242.46895,-52.30876
102.88775,242.56418,-53.38949
102.84562,242.65933,-54.40105
102.80434,242.75295,-55.34216
102.76387,242.84505,-56.21132
102.72224,242.93837,-57.00686
102.67946,243.03261,-57.72686
102.63715,243.12546,-58.36916
102.59533,243.21694,-58.93135
102.55233,243.30850,-59.41072
102.50632,243.40166,-59.80428
102.46074,243.49349,-60.10876
102.41551,243.58401,-60.32070
102.36552,243.67494,-60.43659
102.31328,243.76519,-60.45321
102.25816,243.85487,-60.36813
102.20433,243.94303,-60.18072
102.15027,244.03169,-59.89367
102.09544,244.12134,-59.51517
102.04152,244.20960,-59.06160
101.98849,244.29647,-58.55953
101.93633,244.38199,-58.04412
101.88503,244.46617,-57.77323
101.83459,244.54903,-57.51168
101.78497,244.63059,-57.26178
101.73618,244.71088,-57.02522
101.68819,244.78991,-56.80311
101.64100,244.86770,-56.59606
101.59458,244.94428,-56.40420
101.54636,245.02359,-56.22734
101.49763,245.10330,-56.06496
101.44934,245.18192,-55.91629
101.40150,245.25945,-55.78041
101.35412,245.33590,-55.65627
101.30720,245.41127,-55.54275
101.25993,245.48642,-55.43870
101.20957,245.56406,-55.34290
101.15937,245.64069,-55.25410
101.10365,245.71751,-55.17108
101.04608,245.79373,-55.09263
100.98488,245.86974,-55.01759
100.92506,245.94444,-54.94490
100.86657,246.01785,-54.87361
100.80927,246.09014,-54.80288
100.74993,246.16580,-54.73195
100.69117,246.24079,-54.66017
100.63329,246.31464,-54.58700
100.57629,246.38735,-54.51197
100.52016,246.45896,-54.43471
100.46484,246.52954,-54.35499
100.40716,246.60360,-54.27262
100.34917,246.67781,-54.18751
100.28634,246.75256,-54.09961
100.22340,246.82647,-54.00887
100.16148,246.89924,-53.91526
100.10054,246.97087,-53.81874
100.04057,247.04140,-53.71925
99.98156,247.11083,-53.61672
99.92350,247.17918,-53.51106
99.86636,247.24647,-53.40218
99.81013,247.31272,-53.28997
99.75359,247.37966,-53.17432
99.69525,247.44917,-53.05510
99.63746,247.51774,-52.93220
99.57933,247.58563,-52.80549
99.51640,247.65400,-52.67487
99.45261,247.72182,-52.54023
99.38863,247.78890,-52.40149
99.32595,247.85483,-52.25858
99.26452,247.91964,-52.11144
99.20431,247.98333,-51.96003
99.14529,248.04594,-51.80430
99.08740,248.10750,-51.64419
99.02775,248.17273,-51.47965
98.96807,248.23836,-51.31066
98.90914,248.30308,-51.13726
98.85094,248.36688,-50.95955
98.79349,248.42978,-50.77775
98.73676,248.49178,-50.59211
98.67632,248.55446,-50.40297
98.61506,248.61678,-50.21066
98.55499,248.67802,-50.01558
98.49608,248.73822,-49.81809
98.43758,248.79834,-49.61858
98.37690,248.86161,-49.41741
98.31715,248.92392,-49.21492
98.25830,248.98528,-49.01139
98.19992,249.04623,-48.80709
98.13850,249.11067,-48.60222
98.07786,249.17423,-48.39692
98.01802,249.23688,-48.19128
97.95898,249.29864,-47.98533
97.90068,249.35954,-47.77901
97.83911,249.42118,-47.57224
97.77737,249.48230,-47.36491
97.71383,249.54364,-47.15689
97.64955,249.60472,-46.94808
97.58547,249.66717,-46.73837
97.52102,249.73171,-46.52766
97.45765,249.79520,-46.31592
97.39535,249.85768,-46.10316
97.33409,249.91915,-45.88946
97.27380,249.97973,-45.67498
