1.000,4.000
1.056,4.059
1.220,4.232
1.485,4.511
1.844,4.888
2.290,5.357
2.816,5.910
3.414,6.540
4.078,7.238
4.801,7.999
5.576,8.814
6.395,9.676
7.252,10.577
8.140,11.511
9.051,12.470
9.979,13.447
10.917,14.433
11.857,15.423
12.793,16.407
13.718,17.380
14.624,18.333
15.505,19.260
16.356,20.156
17.179,21.022
17.976,21.860
18.749,22.673
19.499,23.463
20.229,24.230
20.939,24.978
21.633,25.708
22.312,26.422
22.977,27.123
23.632,27.811
24.276,28.489
24.913,29.160
25.545,29.824
26.172,30.484
26.797,31.142
27.423,31.799
28.049,32.458
28.680,33.121
29.315,33.790
29.958,34.466
30.608,35.150
31.266,35.842
31.931,36.541
32.601,37.246
33.278,37.958
33.960,38.675
34.646,39.397
35.337,40.123
36.032,40.854
36.729,41.588
37.430,42.325
38.133,43.065
38.838,43.807
39.544,44.550
40.251,45.294
40.959,46.038
41.666,46.783
42.373,47.526
43.078,48.269
43.782,49.010
44.484,49.749
45.184,50.486
45.882,51.222
46.578,51.955
47.272,52.686
47.965,53.416
48.657,54.145
49.347,54.872
50.036,55.598
50.725,56.323
51.412,57.046
52.099,57.769
52.786,58.492
53.472,59.213
54.157,59.934
54.843,60.655
55.529,61.376
56.215,62.096
56.901,62.816
57.588,63.537
58.275,64.258
58.963,64.979
59.652,65.700
60.341,66.422
61.031,67.145
61.721,67.867
62.412,68.591
63.103,69.314
63.794,70.038
64.485,70.763
65.176,71.489
65.867,72.214
66.559,72.941
67.250,73.668
67.941,74.396
68.631,75.124
69.321,75.853
70.011,76.583
70.701,77.313
71.389,78.044
72.077,78.776
72.765,79.509
73.451,80.243
74.137,80.976
74.823,81.711
75.508,82.445
76.194,83.179
76.879,83.913
77.564,84.647
78.250,85.379
78.937,86.111
79.624,86.841
80.311,87.570
81.000,88.298
81.690,89.024
82.381,89.748
83.073,90.469
83.767,91.189
84.462,91.905
85.160,92.619
85.859,93.330
86.560,94.037
87.264,94.741
87.970,95.441
88.680,96.136
89.393,96.825
90.111,97.507
90.834,98.181
91.562,98.847
92.296,99.502
93.037,100.147
93.785,100.781
94.540,101.402
95.304,102.009
96.077,102.603
96.859,103.181
97.651,103.743
98.453,104.288
99.267,104.814
100.092,105.322
100.929,105.810
101.779,106.278
102.642,106.723
103.519,107.146
104.409,107.548
105.311,107.931
106.224,108.294
107.148,108.641
108.082,108.971
109.025,109.288
109.976,109.591
110.935,109.883
111.900,110.164
112.871,110.436
113.847,110.701
114.827,110.960
115.811,111.214
116.797,111.464
117.785,111.712
118.774,111.960
119.763,112.208
120.752,112.458
121.739,112.712
122.725,112.971
123.707,113.235
124.687,113.504
125.664,113.779
126.638,114.058
127.609,114.341
128.578,114.629
129.544,114.921
130.508,115.216
131.468,115.514
132.426,115.815
133.382,116.118
134.334,116.424
135.284,116.732
136.231,117.042
137.176,117.352
138.118,117.664
139.057,117.976
139.994,118.289
140.928,118.602
141.860,118.915
142.788,119.227
143.715,119.539
144.639,119.852
145.560,120.168
146.479,120.488
147.397,120.812
148.312,121.143
149.225,121.481
150.137,121.828
151.046,122.185
151.955,122.553
152.862,122.933
153.767,123.327
154.671,123.736
155.574,124.161
156.477,124.603
157.378,125.064
158.278,125.544
159.178,126.046
160.077,126.570
160.976,127.117
161.874,127.689
162.771,128.282
163.666,128.894
164.558,129.520
165.446,130.158
166.328,130.804
167.205,131.453
168.075,132.104
168.936,132.751
169.789,133.392
170.632,134.022
171.464,134.640
172.284,135.240
173.091,135.819
173.884,136.374
174.663,136.901
175.426,137.397
176.172,137.859
176.900,138.281
177.610,138.662
178.300,138.997
178.969,139.285
179.618,139.523
180.246,139.713
180.853,139.854
181.439,139.946
182.004,139.989
182.546,139.983
183.068,139.928
183.567,139.823
184.044,139.669
184.498,139.466
184.931,139.214
185.340,138.911
185.727,138.560
186.091,138.158
186.431,137.706
186.749,137.205
187.042,136.654
187.312,136.052
187.558,135.400
187.780,134.699
187.978,133.948
188.154,133.151
188.310,132.312
188.445,131.433
188.562,130.518
188.662,129.569
188.747,128.591
188.817,127.585
188.874,126.555
188.920,125.505
188.955,124.437
188.981,123.355
188.999,122.262
189.011,121.160
189.018,120.053
189.021,118.945
189.022,117.838
189.021,116.735
189.021,115.639
189.022,114.555
189.027,113.483
189.034,112.426
189.046,111.382
189.062,110.349
189.083,109.327
189.109,108.315
189.140,107.311
189.178,106.315
189.222,105.325
189.272,104.340
189.330,103.360
189.395,102.382
189.468,101.407
189.549,100.432
189.639,99.457
189.738,98.481
189.847,97.503
189.966,96.521
190.095,95.534
190.234,94.542
190.385,93.544
190.547,92.538
190.717,91.525
190.893,90.507
191.072,89.484
191.250,88.459
191.426,87.431
191.596,86.402
191.757,85.374
191.907,84.347
192.042,83.323
192.160,82.302
192.257,81.287
192.332,80.277
192.380,79.275
192.399,78.281
192.386,77.297
192.339,76.323
192.254,75.361
192.128,74.412
191.959,73.477
191.744,72.558
191.481,71.654
191.174,70.766
190.824,69.892
190.436,69.032
190.011,68.185
189.552,67.350
189.062,66.528
188.544,65.716
188.001,64.915
187.435,64.124
186.850,63.341
186.247,62.567
185.630,61.801
185.001,61.042
184.364,60.289
183.721,59.541
183.075,58.799
182.428,58.061
181.783,57.326
181.144,56.594
180.513,55.865
179.890,55.137
179.273,54.409
