102.000,240.000
101.961,240.062
101.848,240.244
101.664,240.539
101.414,240.940
101.103,241.440
100.734,242.032
100.312,242.710
99.841,243.466
99.325,244.294
98.769,245.187
98.177,246.138
97.554,247.140
96.903,248.186
96.229,249.270
95.536,250.384
94.829,251.521
94.111,252.676
93.388,253.840
92.663,255.008
91.941,256.172
91.225,257.325
90.521,258.460
89.833,259.572
89.164,260.652
88.516,261.700
87.887,262.716
87.277,263.704
86.684,264.665
86.106,265.600
85.543,266.511
84.994,267.401
84.457,268.271
83.930,269.122
83.414,269.958
82.906,270.779
82.405,271.587
81.911,272.384
81.421,273.172
80.935,273.953
80.452,274.729
79.969,275.501
79.487,276.271
79.004,277.041
78.518,277.813
78.028,278.589
77.534,279.371
77.033,280.159
76.526,280.956
76.013,281.762
75.494,282.575
74.969,283.395
74.441,284.222
73.908,285.056
73.372,285.896
72.833,286.742
72.292,287.593
71.749,288.448
71.205,289.309
70.660,290.173
70.116,291.041
69.572,291.912
69.030,292.786
68.489,293.663
67.951,294.542
67.415,295.422
66.883,296.303
66.355,297.185
65.832,298.067
65.315,298.950
64.803,299.832
64.297,300.713
63.799,301.593
63.308,302.474
62.827,303.354
62.355,304.234
61.893,305.116
61.443,305.998
61.004,306.881
60.579,307.766
60.167,308.654
59.770,309.543
59.388,310.435
59.022,311.330
58.672,312.228
58.341,313.130
58.028,314.036
57.734,314.946
57.461,315.861
57.208,316.781
56.977,317.705
56.769,318.636
56.584,319.572
56.423,320.515
56.287,321.464
56.176,322.419
56.088,323.381
56.022,324.349
55.977,325.323
55.951,326.302
55.943,327.287
55.951,328.277
55.974,329.272
56.012,330.271
56.061,331.275
56.122,332.283
56.192,333.294
56.271,334.309
56.357,335.328
56.448,336.350
56.544,337.374
56.642,338.402
56.743,339.431
56.843,340.463
56.942,341.496
57.038,342.532
57.131,343.568
57.218,344.606
57.299,345.644
57.374,346.683
57.443,347.722
57.507,348.761
57.565,349.798
57.619,350.833
57.669,351.867
57.714,352.899
57.756,353.927
57.794,354.952
57.829,355.973
57.861,356.990
57.891,358.002
57.919,359.008
57.945,360.009
57.970,361.004
57.994,361.991
58.017,362.972
58.039,363.945
58.062,364.910
58.084,365.866
58.108,366.814
58.132,367.751
58.157,368.679
58.184,369.598
58.212,370.511
58.242,371.420
58.272,372.326
58.304,373.233
58.338,374.141
58.372,375.054
58.408,375.973
58.445,376.901
58.484,377.839
58.523,378.790
58.564,379.756
58.606,380.740
58.649,381.742
58.694,382.766
58.739,383.813
58.786,384.886
58.834,385.986
58.883,387.116
58.933,388.279
58.984,389.475
59.036,390.708
59.089,391.979
59.144,393.286
59.199,394.622
59.254,395.979
59.309,397.348
59.365,398.721
59.419,400.091
59.473,401.449
59.526,402.787
59.578,404.098
59.628,405.372
59.676,406.603
59.722,407.781
59.766,408.900
59.806,409.950
59.844,410.924
59.878,411.813
59.909,412.610
59.935,413.307
59.958,413.895
59.976,414.366
59.989,414.713
59.997,414.927
60.000,415.000
